id,created_at,updated_at,name,description,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id,sustaincert_url,project_developer,country,country_code,latitude,longitude,carbon_stream,programme_of_activities,poa_project_id,poa_project_sustaincert_id,poa_project_name,sustainable_development_goals,VER_issued_credits,VER_retired_credits,Goal_8,Goal_13,Goal_5,Goal_7,Goal_1,Goal_3,Goal_12,Goal_15,Goal_6,Goal_4,Goal_17,Goal_2,Goal_11,Goal_9,Goal_10,Goal_16,Goal_14,crediting_days,VER_sold_percentage,VER_sold_percentage_per_day,continent_code
1347,2019-03-27 13:53:27+00:00,2023-02-27 15:37:20+00:00,Bagepalli CDM Reforestation Programme ,"The purpose of A/R project activity “Bagepalli CDM Reforestation Programme"" is implementation of reforestation activity on the degraded agricultural land of 5 taluks of Chickballapur District of Karnataka, India. These lands are currently private uncultivable lands, fallow lands or marginal croplands belonging to farmers. They are all highly degraded. The majority of the lands are uncultivable or their productivity is very low due to scarcity of water resources and poor soil conditions for agriculture. The lands belong to the poorest farmers and agricultural labourers in the region who have had to make do with acquiring the worst kind of lands. Seasonal conditions have been the major factor causing fluctuation in the area under cultivation. The periodic drought and recurring scarcity have made any kind of land-based activity including agriculture very difficult.",Gold Standard for the Global Goals,92103,2013-05-06,2023-05-06,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,A/R,Small Scale,4240,https://platform.sustain-cert.com/public-luf-project/2811,Agricultural Development and Training Society,India,IN,13.583333,77.066667,VER,Standalone,,,,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",91092.0,43430.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3652,47.677073727659945,1.3055058523455625,AS
1343,2019-03-27 13:53:26+00:00,2022-12-30 10:17:03+00:00,Solar Lighting in Rural Kenya - VPA 2,"The objective of this ‘Solar Lighting in Rural Areas – VPA 2’ is to replace low-quality and carbon dioxide emitting kerosene lamps, which are currently the prevalent form of lighting in rural Kenya, with high quality solar PV lighting systems. The project is implemented by Sun Transfer Kenya.
The VPA 2 is developed within the country of Kenya. The distribution of SHS depends on the beneficiaries being qualified through the eligibility criteria for this VPA defined on the VPoA level and on market demand. The employed technology is solar home systems that come with different number of lightings, with others providing for mobile phone charging and other services.
The programme will claim carbon credits from emission reductions resulting from the installation and use of new product technologies that displace fossil fuel use. Carbon finance will be invested in activities that facilitate project scale-up to reach remote locations as well as local partner capacity building, developing marketing and outreach resources, and enhancing distribution channels. ",Gold Standard for the Global Goals,10000,2017-06-06,2027-06-05,AMS-I.A. Electricity generation by the user,Solar Thermal - Electricity,Micro Scale,3626,https://platform.sustain-cert.com/public-project/1448,myclimate Foundation,Kenya,KE,-1.283333,36.816667,VER,VPA,1389,911,Solar Lighting in Rural Areas PoA,"[{'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}]",19494.0,18285.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3651,93.7980917205294,2.5691068671741824,AF
1342,2019-03-27 13:53:26+00:00,2022-02-26 11:11:43+00:00,ASYV 8.5MW Solar PV Project (CPA-001),"The ASYV 8.5MW Solar PV project (CPA-001) forms part of the Gigawatt Global Programme of Activities, which seeks to promote grid connected renewable energy projects in Rwanda. The CPA falls under CPA type I “Greenfield small-scale solar PV power plants/units in Rwanda applying automatic additionality”, which is one of the five CPA types eligible for inclusion under the PoA.
The CPA has installed a new renewable energy power plant at a site where none existed prior to the implementation of the project activity (Greenfield plant). The CPA is located in Rwamagana District, Rubona Sector, Karambi cell at the Agahozo-Shalom Youth Village (ASYV), approximately nine kilometres from the main Kigali-Kagitumba highway. The site is about 50km from Kigali, Rwanda’s capital.
The CPA uses solar photovoltaic (PV) modules with a single axis tracking system. The CPA has a peak output capacity of 8.5 MWp consisting of 28,360 solar PV modules and covering 16 hectares.
The project was commissioned on 18 September 2014 and has been operational since then.",v2.2 CASH,9012,2015-10-23,2022-10-22,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,3606,https://platform.sustain-cert.com/public-project/1447,Gigawatt Global Cooperatief U.A.,Rwanda,RW,-2.02405,30.377978,GS CER,VPA,1341,3587,Gigawatt Global Programme of Activities,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0.0,0.0,AF
1337,2019-03-27 13:53:25+00:00,2023-02-27 15:33:35+00:00,ACP Sustainable Forest Cover Establishment Project ,"The Panama Canal authority (ACP) is implementing the PIEA project (Programa de Incentivos Económicos Ambientales, Environmental Economic Incentives Program) focused on promoting forest restoration, forest and biodiversity conservation, and alternative livelihood through reforestation, as well as silvo-pastoral and agro-forestry systems. The project will cover approximately 10,000 hectares of degraded lands (formerly pasture grassland with low carrying capacity). The forest cover establishment project has been implemented annually since 2006 and is expected continue. So far, 2985 ha of reforestation projects, agro-forestry and silvo-pastoral systems have been established in the project area.The activities and targets under the project are reforestation with commercial and native species, the establishment of agro-forestry and silvo-pastoral systems. All components cover the whole range of operations from nursery establishment and seedling production to planting and maintaining the seedlings. Project activities are expected to improve ecosystems services and provide an alternative source of income to unsustainable practices and abandoned land.Further, the project will help to control the invasive grass specie saccharum spontaneum and will protect the main watersheds form the area to guaranty that enough water is being supply to the Panama Canal.",Gold Standard for the Global Goals,17024,2014-08-05,2019-08-05,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,A/R,Small Scale,3421,https://platform.sustain-cert.com/public-luf-project/2810,Autoridad del Canal de Panama (ACP),Panama,PA,9.156,-79.7,VER,Standalone,,,,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",132246.0,14160.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1826,10.707318179755909,0.5863810613228866,NA
1336,2019-03-27 13:53:25+00:00,2020-05-07 18:30:37+00:00,Qinghai Delingha Xiehe Phase II and Phase III Bundled Solar PV Power Generation Project,"Qinghai Delingha Xiehe Phase II and Phase III Bundled Solar PV Power Generation Project (hereafter referred to as the Project) ,is located in the west of Delingha City, Qinghai Province, P. R. of China, invested by Delingha Xiehe Solar PV Power Generation Co., Ltd.. For Phase II: The purpose of Phase II is to install 68,035 pieces of the polycrystalline silicon solar cell modules with unit capacity of 295Wp to generate clean renewable electricity with zero emissions. The total installed capacity is 20.0703MWp. It is estimated that the average annual feed-in electricity from Phase II is approximately 31.7416GWh . The electricity generated by Phase II is supplied to Northwest China Power Grid (NWPG). Phase II will achieve greenhouse gas (GHG) emission reductions of 27,198tCO2e annually and total GHG emission reductions are 190,386tCO2e for the first crediting period by displacing power generation of those fossil fuel-fired power plants connected into the NWPG under the baseline scenario.For Phase III:The purpose of Phase III is to install 67,840 pieces of the polycrystalline silicon solar cell modules with unit capacity of 295Wp to generate clean renewable electricity with zero emissions. The total installed capacity is 20.0128MWp. It is estimated that the average annual feed-in electricity from the Project is approximately 31.56789GWh . The electricity generated by Phase III is supplied to Northwest China Power Grid (NWPG).Phase II will achieve greenhouse gas (GHG) emission reductions of 27,049tCO2e annually and total GHG emission reductions are 189,343tCO2e for the first crediting period by displacing power generation of those fossil fuel-fired power plants connected into the NWPG under the baseline scenario.For the Project: a) The scenario existing prior to the implementation of the Project is that the quantity of net electricity generation by the Project will be generated by other grid-connected power plant or provided by newly added power sources in the NWPG.b) The baseline scenario is the same as the scenario existing prior to the start of implementation of the Project.",2.2,54247,2013-03-13,2020-03-12,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,3344,https://platform.sustain-cert.com/public-project/1442,"Goldchina Consultancy International Co., Ltd",China,CN,37.4101,97.0826,VER,Standalone,,,,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",190935.0,189786.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,99.39822452667137,3.88881942592611,AS
1333,2019-03-27 13:53:24+00:00,2023-02-27 15:32:42+00:00,Afforestation on the Big Island of Hawaii: Restoring native hardwood forests and enhancing multiple ecosystem services ,"This 1200-acre project will restore a biodiverse native forest on land that was part of a cattle ranch on the northern slopes of Mauna Kea, Hawai`i. It focuses on the keystone species of the natural forest ecosystem, Acacia koa (koa).  Koa will be planted in a biodiverse native species mixture for conservation on 75% of the area and as a timber production monoculture on 25% of the area.  Approximately 125,000 carbon certificates are expected to be created in this project’s 50-year crediting period.  Critical habitat will be restored for endangered animals and plant species that have been absent from the site for decades will be reintroduced.",Gold Standard for the Global Goals,10000,2014-06-09,2019-06-09,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,A/R,Small Scale,3260,https://platform.sustain-cert.com/public-luf-project/2807,HLH,United States,US,19.566667,-155.5,VER,Standalone,,,,"[{'name': 'Goal 12: Responsible Production and Consumption', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 15: Life On Land', 'issuable_products': []}]",7798.0,800.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1826,10.2590407796871,0.5618313680003888,NA
1332,2019-03-27 13:53:24+00:00,2023-03-28 13:20:51+00:00,Dongdongtan 9MWp Solar PV Project,"Dongdongtan 9MWp Solar PV Project (hereafter referred to as the Project) is located in Dongdogtan Area, Suzhou District, Jiuquan City,Gansu Province, P. R. of China, invested by Three Gorges New Energy Jiuquan Power Generation Co., Ltd.The purpose of the Project is to install 36,036 pieces of the polycrystalline silicon solar cell modules with unit capacity of 250Wp to generate clean renewable electricity with zero emissions. The actual installed capacity of the Project is 9.009MWp. It is estimated that the feed-in electricity from the Project is approximately 14,440MWh per year. The electricity generated by the Project is supplied to Northwest China Power Grid (NWPG). For the proposed project: a) The scenario existing prior to the implementation of the proposed project is that the quantity of net electricity generation by the Project will be generated by other grid-connected power plant or provided by newly added power sources in the NWPG.b) The baseline scenario is the same as the scenario existing prior to the start of implementation of the project activity. The Project will achieve greenhouse gas (GHG) emission reductions of 12,373tCO2e annually and the total GHG emission reductions 86,611tCO2e for the first crediting period.",Gold Standard for the Global Goals,11253,2020-12-08,2027-12-07,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2680,https://platform.sustain-cert.com/public-project/1437,Climate Bridge (Shanghai) Ltd.,China,CN,39.6028,98.5358,VER,Standalone,,,,"[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",15330.0,15330.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,100.0,3.9138943248532287,AS
1331,2019-03-27 13:53:24+00:00,2023-03-30 00:24:23+00:00,Ulan Phase II 10MWp Solar PV Project,"Ulan Phase II 10MWp Solar PV Project (hereafter referred to as the Project) is located in Keke Town, Ulan County, Haixi Mongol and Tibetan Autonomous Prefecture,Qinghai Province, P. R. of China, invested by Ulan Jinfeng New Energy Photovoltaic Power Generation Co., Ltd.The purpose of the Project is to install 41,440 pieces of the polycrystalline silicon solar cell modules with unit capacity of 250Wp to generate clean renewable electricity with zero emissions. The actual installed capacity of the Project is 10.36MWp. It is estimated that the feed-in electricity from the Project is approximately 16,103.7MWh per year. The electricity generated by the Project is supplied to Northwest China Power Grid (NWPG). For the proposed project: a) The scenario existing prior to the implementation of the proposed project is that the quantity of net electricity generation by the Project will be generated by other grid-connected power plant or provided by newly added power sources in the NWPG.b) The baseline scenario is the same as the scenario existing prior to the start of implementation of the project activity. The Project will achieve greenhouse gas (GHG) emission reductions of 13,798tCO2e annually and the total GHG emission reductions 96,586tCO2e for the first crediting period.",Gold Standard for the Global Goals,13798,2020-12-20,2027-12-19,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2679,https://platform.sustain-cert.com/public-project/1436,Climate Bridge (Shanghai) Ltd.,China,CN,36.9864,98.3858,VER,Standalone,,,,"[{'name': 'Goal 9: Industry, Innovation and Infrastructure', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",40098.0,40035.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2555,99.84288493191681,3.9077450071200315,AS
1330,2019-03-27 13:53:24+00:00,2023-03-28 13:19:54+00:00,Huili Shubaoxiang Solar PV Power Generation Phase I Project,"Huili Shubaoxiang Solar PV Power Generation Phase I Project (hereafter referred to as the Project) is located in Dahei Mountain, Shubao Town, Huili County, Liangshan Prefecture, Sichuan Province, P. R. of China, invested by Three Gorges New Energy Huili Zhongyi Power Generation Co., Ltd..The installed capacity of the Project is 10MWp. It is estimated that the feed-in electricity from the Project is approximately 13,478MWh per year. The electricity generated by the Project is supplied to Central China Power Grid (CCPG). Prior to the implementation of the Project, the electricity delivered to the grid by the project activity would have otherwise been generated by the operation of grid-connected power plants and by the addition of new generation sources into the grid, which is same as the baseline scenario of the Project. The Project will achieve greenhouse gas (GHG) emission reductions of 11,566tCO2e annually and the total GHG emission reductions 80,962tCO2e for the first crediting period.",Gold Standard for the Global Goals,9641,2020-12-26,2027-12-25,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2678,https://platform.sustain-cert.com/public-project/1435,Climate Bridge (Shanghai) Ltd.,China,CN,26.1866,102.0628,VER,Standalone,,,,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",22617.0,22169.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,98.01918910554008,3.8363674796688874,AS
1329,2019-03-27 13:53:24+00:00,2023-03-28 13:19:16+00:00,Tailai Tangchi Solar PV Power Generation Project,"Tailai Tangchi Solar PV Power Generation Project (hereafter referred to as the Project) is located in Tangchi Town, Tailai County, Qiqihar City, Heilongjiang Province, P. R. of China, invested by Three Gorges New Energy Tailai  Power Generation Co., Ltd..The purpose of the Project is to install 40,720 pieces of the polycrystalline silicon solar cell modules with unit capacity of 250Wp to generate clean renewable electricity with zero emissions. The actual installed capacity of the Project is 10.18MWp. It is estimated that the average feed-in electricity from the Project is approximately 13,426.03MWh per year. The electricity generated by the Project is supplied to Northeast China Power Grid (NEPG). Prior to the implementation of the Project, the electricity delivered to the grid by the project activity would have otherwise been generated by the operation of grid-connected power plants and by the addition of new generation sources into the grid, which is same as the baseline scenario of the Project. The Project will achieve greenhouse gas (GHG) emission reductions of 13,250tCO2e annually and the total GHG emission reductions 92,750tCO2e for the first crediting period.",Gold Standard for the Global Goals,11706,2022-01-19,2029-01-18,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2535,https://platform.sustain-cert.com/public-project/1434,Climate Bridge (Shanghai) Ltd.,China,CN,46.9283,123.7786,VER,Standalone,,,,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0.0,0.0,AS
1328,2019-03-27 13:53:24+00:00,2023-03-28 13:18:55+00:00,Shuangliao Solar PV Power Generation Project,"Shuangliao Solar PV Power Generation Project (hereafter referred to as the Project) is located in Meili village, Maolin Town, Shuangliao City, Jilin Province, P. R. of China, invested by Three Gorges New Energy (Shuangliao) Qingda Power Generation Co., Ltd..The purpose of the Project is to install 10,200 pieces of the polycrystalline silicon solar cell modules with unit capacity of 235Wp, 2,760 pieces of the polycrystalline silicon solar cell modules with unit capacity of 240Wp and 28,980 pieces of the polycrystalline silicon solar cell modules with unit capacity of 245Wp to generate clean renewable electricity with zero emissions. The actual installed capacity of the Project is 10.1595MWp. It is estimated that the feed-in electricity from the Project is approximately 13,068.2MWh per year. The electricity generated by the Project is supplied to Northeast China Power Grid (NEPG). Prior to the implementation of the Project, the electricity delivered to the grid by the project activity would have otherwise been generated by the operation of grid-connected power plants and by the addition of new generation sources into the grid, which is same as the baseline scenario of the Project. The Project will achieve greenhouse gas (GHG) emission reductions of 12,897tCO2e annually and the total GHG emission reductions 90,279tCO2e for the first crediting period.",Gold Standard for the Global Goals,12897,2020-09-28,2027-09-27,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2534,https://platform.sustain-cert.com/public-project/1433,Climate Bridge (Shanghai) Ltd.,China,CN,43.8936,123.4694,VER,Standalone,,,,"[{'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",7413.0,7265.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,98.00350735194928,3.83575371240506,AS
1327,2019-03-27 13:53:23+00:00,2023-04-20 02:27:54+00:00,GS2527 - Mobisol Solar Home Systems in Tanzania – VPA 1,"The Mobisol Solar Home Systems in Tanzania – VPA I (hereafter “the VPA""), is part of the Mobisol Solar Home Systems Micro-Scale Programme of Activities. The aim of VPA is the dissemination of battery-charged solar home systems to provide basic lighting service to households currently using fossil fuel based lighting in Tanzania. The intended project will thereby replace the fossil fuel based lamps in use in project households thereby reducing Greenhouse Gas emissions resulting from combustion of fossil fuels in the baseline lamps.Mobisol, the Coordinating Management Entity, of the VPoA is also the Project Implementing Partner of this VPA I. Carbon Finance will be used to scale-up the project and supply systems and services even to households located in remote areas.",v2.2 CASH,9630,2015-06-19,2025-06-18,"AM0019 Renewable energy project activities replacing part of the electricity production of one single fossil-fuel-fired power plant that stands alone or supplies electricity to a grid = 21, excluding biomass projects",Solar Thermal - Electricity,Micro Scale,2528,https://platform.sustain-cert.com/public-project/1432,Mobisol,"Tanzania, United Republic of",TZ,-6.0,35.0,VER,VPA,1326,2527,Mobisol Solar Home Systems Micro-Scale PoA,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 3: Good Health and Well-Being', 'issuable_products': [{'name': 'Averted Disability Adjusted Life Year', 'abbreviation': 'ADALY'}]}, {'name': 'Goal 5: Gender Equality', 'issuable_products': []}]",25447.0,25159.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3652,98.86823594136833,2.7072353762696695,AF
1325,2019-03-27 13:53:23+00:00,2023-03-28 13:18:40+00:00,Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project,"Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project (hereafter referred to as the Project) is located in Baitugang Town, Lingwu City, Ningxia Hui Autonomous Region, P. R. of China, invested by Three Gorges New Energy Angli(Lingwu) Power Generation Co., Ltd. The geographical coordinates of the Project is east longitude of 106°20'27?~106°21'17? and north latitude of 37°47'53?~37°48'31?.The purpose of the Project is to install 167,960 pieces of the polycrystalline silicon solar cell modules with unit capacity of 240Wp to generate clean renewable electricity with zero emissions. The total installed capacity of the Project is 40.3104MWp. It is estimated that the feed-in electricity from the Project is approximately 56,330MWh per year. The electricity generated by the Project is supplied to Northwest China Power Grid (NWPG). Prior to the implementation of the Project, the quantity of net electricity generation by the Project will be generated by other grid-connected power plant or provided by newly added power sources in the NWPG, which is same as the baseline scenario of the Project. The project activity is a renewable energy project and estimated to achieve annual greenhouse gas (GHG) emission reductions of 48,263tCO2e for the first crediting period by displacing power generation from those fossil fuel-fired power plants connected to the NWPG under the baseline scenario, and the total emission reductions for the first crediting period is expected to be 337,841tCO2e.",Gold Standard for the Global Goals,48263,2020-05-05,2027-05-04,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,2501,https://platform.sustain-cert.com/public-project/1430,Climate Bridge (Shanghai) Ltd.,China,CN,37.8033,106.3492,VER,Standalone,,,,"[{'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}]",316804.0,213723.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,67.46221638615674,2.6403998585579935,AS
1324,2019-03-27 13:53:23+00:00,2020-05-07 18:22:50+00:00,Yongren Ganbala Grid-connected Photovoltaic Power Project,"Yongren Ganbala Grid-connected Photovoltaic Power Project (hereafter referred to as the Project) is located at Yongren County, Chuxiong Prefecture, Yunnan Province, P. R. of China, invested by Yongren Xiehe Solar Power Generation Co., Ltd. .The geographical coordinates of the Project is east longitude of 101.666944°E to 101.682778°E and north latitude of 26.176111°N to 26.188333°N.The project will utilize solar energy to generate no zero GHG emissions electricity by PV array. The total installed capacity of the Project is 50 MWp, with 50 Fixed Array of 1 MWp. It is estimated that the annual average net generating electricity of the Project is 70,979.31 MWh, taking account of significant related factors as solar cell array efficiency, inverter efficiency and AC gird-connected efficiency. The annual operation time of the proposed project is estimated to be about 1,420 hours and the plant load factor (PLF) of the proposed project is 16.21%. The annual net grid-in electricity is estimated to be 70,979.31MWh whichby the Project will contributes to the reduction of GHG emission by replacing parts of the electricity supply by Southern China Power Grid (SCPG).The baseline scenario of the proposed project is the same as the scenario prior to the start of implementation of the project activity, i.e. the electricity is provided by Southern China Power Grid ( SCPG). The electricity generated by the proposed project will be transmitted to the main transformer of a newly built substation and then be connected into the SCPG.The Project was successfully registered as CDM project(ref no. 9291)",2.2,55783,2014-02-19,2021-02-18,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,2498,https://platform.sustain-cert.com/public-project/1429,"Goldchina Consultancy International Co., Ltd",China,CN,26.182222,101.674861,GS CER,Standalone,,,,"[{'name': 'Goal 7: Affordable and Clean Energy', 'issuable_products': []}, {'name': 'Goal 8: Decent Work and Economic Growth', 'issuable_products': []}, {'name': 'Goal 13: Climate Action', 'issuable_products': [{'name': 'Verified Emission Reduction', 'abbreviation': 'VER'}, {'name': 'Certified Emission Reduction', 'abbreviation': 'CER'}, {'name': 'Renewable Energy Certificate', 'abbreviation': 'REC'}, {'name': 'Planned Emission Reduction', 'abbreviation': 'PER'}]}]",0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0.0,0.0,AS
